datetime_utc,sei,fin,right,humpback,lat,lon,analyst,notes
20150728154757,absent,absent,absent,absent,43.3202,-65.3856,mark.baumgartner,
20150728160257,absent,absent,absent,absent,43.3200,-65.3848,mark.baumgartner,
20150728161757,absent,absent,absent,absent,43.3200,-65.3838,mark.baumgartner,
20150728165308,absent,absent,absent,absent,43.3202,-65.3819,mark.baumgartner,
20150728170541,absent,absent,absent,absent,43.3128,-65.3770,mark.baumgartner,
20150728171757,absent,absent,absent,absent,43.3124,-65.3767,mark.baumgartner,
20150728180257,absent,absent,absent,absent,43.3128,-65.3747,mark.baumgartner,rw+upcall+in+panel+3+not+terribly+convincing.
20150728180642,absent,absent,absent,absent,43.3128,-65.3747,mark.baumgartner,
20150728182017,absent,absent,absent,absent,43.3038,-65.3810,mark.baumgartner,
20150728190257,absent,absent,absent,absent,43.3035,-65.3811,mark.baumgartner,
20150728200257,absent,absent,absent,absent,43.2913,-65.3998,mark.baumgartner,rw+upcall+in+panel+7+surrounded+by+noise+-+not+convincing.
20150728201757,absent,absent,absent,absent,43.2905,-65.3996,mark.baumgartner,
20150728205213,absent,absent,absent,absent,43.2886,-65.3995,mark.baumgartner,
20150728210519,absent,absent,absent,absent,43.2798,-65.4192,mark.baumgartner,
20150728211757,absent,absent,absent,maybe,43.2777,-65.4211,mark.baumgartner,Calls+in+panels+5%2C+6%2C+10%2C+and+13+look+like+hw%2C+but+not+patterned%2C+so+not+sure.
20150728220257,absent,absent,absent,absent,43.2752,-65.4204,mark.baumgartner,
20150728220734,absent,absent,absent,absent,43.2752,-65.4204,mark.baumgartner,
20150728230257,absent,absent,absent,absent,43.2667,-65.4362,mark.baumgartner,
20150729000257,absent,absent,absent,absent,43.2619,-65.4349,mark.baumgartner,
20150729001757,absent,absent,absent,absent,43.2612,-65.4346,mark.baumgartner,
20150729005244,absent,absent,absent,absent,43.2593,-65.4342,mark.baumgartner,
20150729010552,absent,absent,absent,absent,43.2570,-65.4128,mark.baumgartner,
20150729011757,absent,absent,absent,absent,43.2566,-65.4113,mark.baumgartner,
20150729013257,absent,absent,absent,absent,43.2556,-65.4111,mark.baumgartner,
20150729020257,absent,absent,absent,absent,43.2537,-65.4104,mark.baumgartner,Could+pattern+in+panel+8+%28and+elsewhere%29+be+minke+whale+pulse+trains.
20150729020737,absent,absent,absent,absent,43.2537,-65.4104,mark.baumgartner,
20150729030257,absent,absent,absent,absent,43.2506,-65.3722,mark.baumgartner,
20150729031757,absent,absent,absent,absent,43.2493,-65.3720,mark.baumgartner,
20150729040257,absent,absent,maybe,absent,43.2488,-65.3372,mark.baumgartner,rw+upcall+in+panel+5+is+isolated+and+has+a+decent+shape%2C+but+there+is+only+one+call+in+this+summary+period%2C+so+%0D%0Ascoring+as+possibly+detected.
20150729041757,absent,absent,absent,absent,43.2478,-65.3372,mark.baumgartner,
20150729050257,absent,absent,absent,absent,43.2481,-65.3112,mark.baumgartner,
20150729055722,absent,absent,absent,absent,43.2474,-65.2881,mark.baumgartner,
20150729061005,absent,absent,absent,absent,43.2483,-65.2862,mark.baumgartner,
20150729061757,absent,absent,absent,absent,43.2483,-65.2862,mark.baumgartner,
20150729063257,absent,absent,absent,absent,43.2484,-65.2854,mark.baumgartner,minke+whale+pulse+train+in+panel+8%3F
20150729070257,absent,absent,absent,absent,43.2481,-65.2838,mark.baumgartner,
20150729071535,absent,absent,absent,absent,43.2485,-65.2759,mark.baumgartner,
20150729073257,absent,absent,absent,absent,43.2517,-65.2741,mark.baumgartner,
20150729080257,absent,absent,absent,absent,43.2513,-65.2723,mark.baumgartner,
20150729081757,absent,absent,absent,absent,43.2508,-65.2714,mark.baumgartner,
20150729083111,absent,absent,absent,absent,43.2507,-65.2697,mark.baumgartner,
20150729090257,absent,absent,absent,absent,43.2532,-65.2656,mark.baumgartner,
20150729091757,absent,absent,absent,absent,43.2529,-65.2646,mark.baumgartner,
20150729093257,absent,absent,absent,absent,43.2526,-65.2634,mark.baumgartner,
20150729094457,absent,absent,absent,absent,43.2504,-65.2627,mark.baumgartner,
